3423311951,46.09,35
3423313818,57.81,20
3423311313,46.31,23
3423311389,66.62,37
3423312703,42.89,17
3423314199,40.82,23
3423312834,50.55,41
3423312795,40.43,40
3423312077,53.36,25
3423314379,44.83,27
3423310461,35.87,35
3423312709,46.95,23
3423312808,47.75,20
3423311713,57.12,26
3423312819,38.03,43
3423314401,54.31,45
3423311992,50.29,39
3423311164,33.6,24
3423311785,45.13,44
3423310769,31.68,31
3423310596,72.36,4
3423310503,48.43,55
3423311126,44.48,36
3423313487,56.54,20
3423314331,54.11,50
3423313472,49.51,29
3423312200,50.66,36
3423313015,61.82,23
3423312340,50.45,15
3423313441,67.7,43
3423312358,41.61,12
3423313702,39.63,31
3423311137,36.08,31
3423313567,45.18,27
3423313538,49.33,28
3423312814,48.66,45
3423310890,53.81,25
3423312595,35.57,44
3423311887,48.83,39
3423314123,69.14,40
3423312427,60.75,59
3423310735,52.01,39
3423312257,47.88,45
3423314416,40.3,30
3423311310,48.52,30
3423311848,55.06,37
3423311622,48.45,28
3423311051,58.65,40
3423313971,69.29,21
3423314179,51.7,21
3423312887,69.95,18
3423312583,53.04,37
3423312990,47.97,27
3423311820,64.01,26
3423314018,61.76,23
3423313775,49.98,28
3423310869,81.96,27
3423313262,56.56,25
3423311532,51.69,30
3423313252,54.83,40
3423311201,54.97,39
3423313632,44.07,27
3423311574,45.95,40
3423311102,42.24,22
3423310805,43.52,49
3423313805,51.33,31
3423311177,56.68,55
3423313477,51.06,24
3423310780,41.95,28
3423313713,53.56,27
3423313597,47.86,45
3423314406,43.74,34
3423312012,41.22,39
3423312915,45.82,42
3423312481,44.74,25
3423313911,53.88,30
3423311105,44.4,29
3423312215,59.01,35
3423311909,53.27,19
3423314269,45.62,25
3423313837,53.16,53
3423314291,50.91,51
3423311881,33.53,42
3423312020,46.92,33
3423312610,59.24,35
3423314333,48.37,32
3423311877,50.26,21
3423310736,38.14,30
3423312193,63.42,26
3423313751,57.46,14
3423313882,63.79,33
3423312229,58.13,30
3423314081,56.35,41
3423311721,52.95,3
3423312718,55.65,27
3423314210,29.44,34
3423314427,49.58,39
3423313361,31.3,33
3423311301,43.48,29
3423313773,48.94,34
3423312093,43.93,32
3423312612,53.83,36
3423312474,53.69,21
3423311693,60.33,8
3423311450,40.97,42
3423311351,49.29,21
3423314032,56.06,34
3423311710,66.16,32
3423310578,32.61,23
3423310713,37.37,25
3423311812,46.04,38
3423314051,57.17,33
3423313543,41.06,31
3423311594,47.21,36
3423311290,55.74,44
3423314242,56.34,25
3423311609,61.53,11
3423311665,61.4,38
3423314223,59.03,29
3423312735,26.76,22
3423311754,48.24,34
3423311799,50.84,33
3423314167,64.25,28
3423312455,23.06,15
3423313298,47.25,23
3423313402,59.19,33
3423313266,32.71,17
3423312626,48.87,25
3423313671,58.68,24
3423313459,51.16,25
3423311131,49.48,34
3423313120,16.05,36
3423312886,53.49,51
3423312024,57.19,19
3423312416,49.38,37
3423311082,38.82,16
3423311625,49.88,37
3423311466,48.81,30
3423313275,58.86,42
3423313213,45.22,39
3423312196,49.25,25
3423312697,71.53,49
3423312946,49.41,38
3423312130,63.19,21
3423310680,48.68,22
3423313703,50.11,34
3423313203,43.56,24
3423312854,49.36,23
3423312458,23.03,21
3423313083,36.14,30
3423311556,37.48,26
3423313124,46.35,35
3423313003,41.54,27
3423312311,66.05,36
3423312456,47.09,27
3423310609,33.84,35
3423313087,41.45,37
3423312821,56.09,9
3423311525,54.66,34
3423310932,53.23,47
3423314232,53.51,33
3423311442,48.56,37
3423310670,35.91,30
3423311052,58.04,28
3423312870,37.16,19
3423311497,42.45,16
3423310837,62.65,41
3423312539,51.42,35
3423311940,46.31,22
3423312604,51.36,33
3423313041,63.62,41
3423312818,56.54,39
3423310492,48.58,36
3423311128,30.37,37
3423311741,51.75,37
3423311817,61.68,24
3423314168,56.54,33
3423313101,41.22,13
3423314057,46.08,35
3423312013,53.21,39
3423311070,57.95,21
3423311958,53.4,45
3423313795,50.32,40
3423311685,62.06,37
3423313876,32.9,36
3423312977,43.48,15
3423312590,47.76,25
3423313054,41.61,4
3423313907,28.72,37
3423311586,53.37,40
3423313209,37.81,34
3423310759,48.7,46
3423314418,53.23,40
3423312007,43.47,33
3423311892,64.55,30
3423314120,59.34,38
3423311246,29.92,49
3423312988,45.67,39
3423314297,44.99,36
3423311208,51.07,13
3423311823,57.87,38
3423312106,57.9,34
3423314420,45.41,32
3423311517,66.97,33
3423311640,49.37,40
3423311320,49.54,21
3423312185,51.73,61
3423312896,29.68,30
3423314019,66.12,38
3423311839,52.68,30
3423311624,50.32,46
3423312883,63.2,40
3423311772,45.12,25
3423313050,38.69,22
3423312274,50.77,32
3423311429,48,23
3423310739,55.36,47
3423311395,53.11,48
3423311354,38.51,28
3423311393,38.96,21
3423312817,27.4,30
3423312479,34.95,35
3423310481,68.86,31
3423311405,60.4,28
3423311690,37.33,38
3423313373,59.63,24
3423311282,33.92,43
3423312839,43.98,6
3423314319,53.74,31
3423313884,45.51,33
3423313972,55.09,19
3423312249,68.87,18
3423312335,58.44,19
3423311494,43.75,19
3423312701,47.07,33
3423313515,47.89,28
3423314282,53.3,41
3423312619,57.02,37
3423312412,43.44,31
3423314324,38.49,21
3423311966,61.08,24
3423312519,62.52,41
3423311365,60.04,34
3423311004,53.63,20
3423311801,44.96,46
3423311838,43.37,50
3423311337,31.88,30
3423311381,41.01,37
3423311788,53.72,13
3423312168,48.05,18
3423311734,63.38,41
3423313610,55.92,22
3423313259,51.54,22
3423313763,39.27,34
3423313915,59.22,14
3423313443,57.77,14
3423314388,60.84,9
3423311771,63.59,21
3423312064,53.12,30
3423313947,58.89,9
3423311377,61.69,36
3423311879,49.56,24
3423313273,45.44,29
3423313260,50.28,21
3423312737,47.42,35
3423313200,45.8,28
3423313121,38.07,23
3423311258,44.13,24
3423314365,51.91,59
3423310478,51.7,36
3423310833,39.66,19
3423313185,49.73,26
3423312421,52.86,24
3423311571,55.81,29
3423312578,42.86,24
3423312982,52.31,25
3423314281,62.35,28
3423312574,32.9,16
3423313596,48.51,23
3423312692,45.33,12
3423313089,49.09,12
3423314364,37.89,14
3423312830,67.15,17
3423314422,48.01,32
3423314257,45.44,28
3423312259,52.54,22
3423310550,59.23,40
3423312359,31.85,37
3423313930,49.4,54
3423313282,51.11,25
3423312938,64.34,47
3423311073,58.32,42
3423311930,46.99,13
3423313641,65.75,34
3423311511,62.34,12
3423313352,51.33,38
3423313889,50,27
3423313542,63.06,27
3423312858,64.66,24
3423314389,54.99,36
3423313004,40.95,35
3423311375,52.29,40
3423311023,40.47,30
3423310823,59.56,42
3423312540,58,46
3423313927,55.12,34
3423312262,59.21,26
3423312663,65.54,39
3423313830,55.64,24
3423313165,62.4,40
3423313852,51.01,22
3423311996,48.83,24
3423312388,57.58,35
3423311174,47.21,34
3423313624,49.26,26
3423312679,59.51,30
3423312640,46.12,33
3423311984,51.7,37
3423312793,85.36,17
3423311513,40.04,35
3423312297,34.77,5
3423310599,45.1,4
3423311331,56,8
3423312797,38.14,5
3423310994,53.39,5
3423314011,50.55,7
3423311899,48.8,6
3423312465,55.99,3
3423312364,48.37,4
3423310629,55.19,6
3423312374,51.51,5
3423311872,43.29,9
3423311133,44.96,7
3423314224,43.45,5
3423311001,48.92,8
3423312057,52.9,6
3423310758,50.99,5
3423311732,45.08,5
3423311038,53.36,2
3423312266,53.27,4
3423313753,51.93,6
3423313741,64.96,6
3423313179,49.22,5
3423313355,59.82,7
3423312895,45.24,4
3423314338,60.4,7
3423312533,35.14,5
3423312437,43.86,6
3423313894,57.49,6
3423310963,47.98,7
3423311552,48.33,7
3423310655,52.42,3
3423313603,40.59,6
3423310676,42.54,3
3423310888,39.43,6
3423311109,67.04,4
3423313105,32.58,5
3423310977,41.75,9
3423313010,55.95,4
3423312400,49.61,4
3423313807,43.04,8
3423312684,33.5,5
3423312188,47.25,6
3423313285,47.47,7
3423310830,29.47,8
3423310541,52.55,2
3423313828,52.6,3
3423310737,58.98,6
3423310778,44.94,4
3423311521,59.72,7
3423314275,57.38,5
3423310783,46.76,6
3423311087,35.58,5
3423312845,42.55,10
3423313480,46.44,5
3423312741,29.66,1
3423310820,30.77,8
3423310614,65.73,8
3423311591,73.5,6
3423313420,41.94,3
3423313854,38.2,6
3423313323,49.47,4
3423312841,42.9,6
3423311146,44.02,4
3423311855,74.03,6
3423313450,41.73,7
3423313376,63.6,4
3423311989,59.71,4
3423311621,51.75,4
